user_id,amount,merchant,timestamp,label
37,1.0,Google Play,2025-08-15T09:16:33.304743,0
43,1.0,Amazon,2025-07-16T01:20:45.304743,0
35,1.0,Costco,2025-09-24T06:22:32.304743,0
41,90.3,Google Play,2025-09-30T14:32:21.304743,0
28,156.2,McDonalds,2025-09-08T17:26:59.304743,0
44,52.48,Costco,2025-08-15T15:39:50.304743,0
43,258.32,Walmart,2025-07-15T11:02:08.304743,0
40,1.0,Amazon,2025-10-06T03:52:43.304743,0
33,0.86,Google Play,2025-09-20T10:01:54.304743,0
50,9.34,Google Play,2025-09-06T03:40:43.304743,0
10,130.99,Google Play,2025-08-02T00:49:21.304743,0
29,2.68,Apple,2025-10-10T10:18:32.304743,0
34,8.37,Uber,2025-09-06T15:21:40.304743,0
35,11.99,Uber,2025-08-12T20:47:39.304743,0
12,142.64,Netflix,2025-09-09T09:52:37.304743,0
7,409.25,McDonalds,2025-08-06T21:19:57.304743,0
48,1.98,Netflix,2025-08-01T09:25:57.304743,0
29,11.43,Apple,2025-07-18T02:38:38.304743,0
19,60.0,Netflix,2025-07-19T05:22:43.304743,0
28,0.0,Netflix,2025-07-21T17:03:18.304743,0
18,258.33,Amazon,2025-08-07T05:03:25.304743,0
31,1.0,Starbucks,2025-09-12T20:13:30.304743,0
42,90.24,Google Play,2025-09-02T05:16:38.304743,0
2,1.0,McDonalds,2025-07-21T03:46:54.304743,0
16,16.99,Starbucks,2025-09-28T13:33:04.304743,0
44,53.54,Walmart,2025-09-21T01:07:16.304743,0
28,175.42,Starbucks,2025-08-01T03:52:12.304743,0
20,1.0,Amazon,2025-08-09T17:53:19.304743,0
4,11.0,Google Play,2025-08-10T04:04:35.304743,0
29,11.85,Amazon,2025-08-20T01:19:10.304743,0
22,5.0,Target,2025-09-30T06:59:21.304743,0
28,39.0,Target,2025-09-19T12:37:37.304743,0
5,1.0,Starbucks,2025-07-30T00:52:35.304743,0
20,90.0,Walmart,2025-10-06T13:14:47.304743,0
1,97.77,Apple,2025-07-22T03:56:09.304743,0
5,5.47,Google Play,2025-08-02T18:33:33.304743,0
32,7.36,Google Play,2025-09-19T06:03:33.304743,0
21,1.0,Google Play,2025-08-16T11:24:15.304743,0
47,1.98,Uber,2025-07-22T10:41:54.304743,0
6,1.79,Target,2025-07-28T02:27:22.304743,0
17,100.0,Costco,2025-09-06T00:34:28.304743,0
18,1.29,Costco,2025-08-27T02:13:27.304743,0
22,514.77,Google Play,2025-09-08T09:07:22.304743,0
36,100.0,Starbucks,2025-08-27T21:34:09.304743,0
36,30.0,Google Play,2025-09-27T10:37:47.304743,0
11,1.83,Amazon,2025-09-16T16:28:16.304743,0
42,7.99,Amazon,2025-07-19T01:35:19.304743,0
49,47.82,Starbucks,2025-09-02T10:31:17.304743,0
30,22.98,Costco,2025-08-24T05:24:01.304743,0
49,12.94,McDonalds,2025-08-03T14:53:53.304743,0
15,3.57,McDonalds,2025-09-05T08:53:16.304743,0
30,17.95,Amazon,2025-08-07T08:26:08.304743,0
14,19.95,Amazon,2025-10-09T08:56:10.304743,0
35,985.76,Costco,2025-07-16T16:28:34.304743,0
1,5.0,Amazon,2025-08-19T01:29:18.304743,0
43,1.29,Starbucks,2025-07-15T14:22:33.304743,0
34,2.34,Starbucks,2025-07-21T09:42:36.304743,0
28,44.5,Starbucks,2025-08-07T00:13:39.304743,0
35,1.42,Costco,2025-09-21T16:44:58.304743,0
28,89.0,Netflix,2025-07-31T14:43:24.304743,0
7,43.09,Target,2025-09-26T15:02:45.304743,0
36,1.0,Walmart,2025-09-29T08:21:38.304743,0
4,49.32,Apple,2025-09-11T04:31:58.304743,0
33,110.0,Apple,2025-09-03T20:21:40.304743,0
8,263.34,Apple,2025-09-12T17:16:14.304743,0
25,32.8,Starbucks,2025-09-18T11:18:38.304743,0
47,69.99,Apple,2025-09-14T06:05:25.304743,0
26,182.98,Amazon,2025-07-17T01:12:16.304743,0
40,164.01,Target,2025-09-22T02:50:02.304743,0
40,2.69,McDonalds,2025-09-08T13:05:15.304743,0
5,2.28,Netflix,2025-08-06T22:25:01.304743,0
15,11.85,Google Play,2025-07-25T21:26:56.304743,0
47,37.0,Starbucks,2025-08-16T05:26:02.304743,0
22,58.0,Google Play,2025-07-29T19:50:02.304743,0
24,7.95,Uber,2025-08-27T09:52:36.304743,0
11,36.0,Starbucks,2025-07-27T04:13:19.304743,0
26,25.0,Apple,2025-07-24T22:06:01.304743,0
43,0.01,Uber,2025-08-26T05:44:25.304743,0
13,4.59,Apple,2025-09-23T02:04:03.304743,0
5,2.28,Amazon,2025-07-14T09:31:12.304743,0
28,30.0,Walmart,2025-09-25T13:56:39.304743,0
6,189.0,Costco,2025-08-30T17:37:37.304743,0
20,15.85,Walmart,2025-08-20T01:38:38.304743,0
17,38.9,Google Play,2025-07-18T15:59:32.304743,0
49,5.0,Costco,2025-07-20T07:39:11.304743,0
2,1.0,Costco,2025-10-08T10:34:29.304743,0
4,1.98,Apple,2025-08-07T13:40:08.304743,0
18,1.0,Costco,2025-08-02T16:07:50.304743,0
14,60.76,Netflix,2025-07-17T08:31:55.304743,0
19,25.96,Google Play,2025-09-21T19:08:41.304743,0
14,85.6,Starbucks,2025-09-10T08:37:40.304743,0
5,20.71,Starbucks,2025-08-28T00:02:51.304743,0
31,861.12,Google Play,2025-09-26T13:47:06.304743,0
46,17.99,Amazon,2025-10-11T04:08:56.304743,0
46,3.44,Target,2025-07-29T06:47:26.304743,0
13,17.99,Google Play,2025-08-30T11:06:56.304743,0
3,30.0,Apple,2025-08-23T06:24:19.304743,0
26,39.99,Walmart,2025-07-16T19:05:32.304743,0
24,10.0,Uber,2025-09-19T03:29:34.304743,0
4,9.88,McDonalds,2025-09-18T06:03:31.304743,0
12,15.99,Walmart,2025-08-28T03:02:37.304743,0
45,55.0,Google Play,2025-09-15T01:34:58.304743,0
17,99.0,McDonalds,2025-08-29T14:54:11.304743,0
49,15.38,Amazon,2025-08-10T05:41:28.304743,0
1,60.0,Starbucks,2025-08-05T00:00:46.304743,0
1,0.89,Uber,2025-10-01T18:00:55.304743,0
34,1.12,McDonalds,2025-09-08T05:43:19.304743,0
6,213.06,Uber,2025-10-08T03:27:35.304743,0
27,0.01,Netflix,2025-10-08T08:16:12.304743,0
34,10.88,Walmart,2025-09-06T18:16:48.304743,0
5,59.33,McDonalds,2025-10-07T15:15:14.304743,0
20,574.05,Netflix,2025-08-02T16:00:59.304743,0
11,1.98,Netflix,2025-09-08T18:47:24.304743,0
18,37.89,Apple,2025-08-02T18:28:23.304743,0
12,9.99,Apple,2025-09-07T02:30:30.304743,0
20,1.0,Walmart,2025-09-16T01:20:11.304743,0
34,24.99,Netflix,2025-09-15T15:29:38.304743,0
34,162.03,Costco,2025-08-05T19:11:01.304743,0
27,8.69,Walmart,2025-09-29T19:26:30.304743,0
30,1.5,Uber,2025-07-17T23:12:25.304743,0
35,25.31,McDonalds,2025-09-27T23:28:08.304743,0
44,1.99,Google Play,2025-09-24T11:29:58.304743,0
18,1.0,Target,2025-07-28T20:59:33.304743,0
22,919.17,Walmart,2025-10-01T10:28:19.304743,0
17,45.0,McDonalds,2025-10-01T15:59:25.304743,0
1,27.0,Google Play,2025-09-29T17:31:20.304743,0
48,10.65,Netflix,2025-08-13T06:50:37.304743,0
15,28.28,Walmart,2025-07-28T05:02:39.304743,0
32,8.91,Target,2025-09-29T18:10:14.304743,0
47,481.71,Target,2025-09-12T20:22:32.304743,0
17,28.5,Netflix,2025-07-29T18:00:10.304743,0
22,1.79,Costco,2025-08-14T23:30:22.304743,0
28,9.99,Uber,2025-09-15T20:40:55.304743,0
2,5.99,Netflix,2025-09-01T06:49:42.304743,0
19,10.0,Amazon,2025-08-26T22:51:20.304743,0
14,63.0,McDonalds,2025-07-20T13:25:42.304743,0
32,76.15,Starbucks,2025-09-30T09:01:56.304743,0
50,190.91,Apple,2025-09-14T06:28:21.304743,0
11,25.09,Costco,2025-09-04T05:47:39.304743,0
49,9.8,Walmart,2025-09-23T00:04:08.304743,0
35,9.95,Apple,2025-09-02T01:21:34.304743,0
39,1374.9,Walmart,2025-09-04T03:28:14.304743,0
29,15.0,Target,2025-09-29T19:35:36.304743,0
47,53.41,Uber,2025-09-27T13:06:59.304743,0
7,130.0,McDonalds,2025-09-22T15:41:12.304743,0
21,1.54,Uber,2025-10-03T11:19:37.304743,0
35,0.1,Amazon,2025-10-10T08:02:52.304743,0
36,99.5,Amazon,2025-08-15T04:54:51.304743,0
20,34.98,Costco,2025-10-07T16:13:39.304743,0
37,34.3,Costco,2025-07-25T02:15:49.304743,0
37,89.0,Starbucks,2025-08-20T09:29:53.304743,0
22,11.0,Starbucks,2025-08-30T11:41:33.304743,0
26,14.7,Uber,2025-10-01T06:08:23.304743,0
10,1.79,Walmart,2025-07-21T23:51:36.304743,0
14,8.93,Starbucks,2025-08-09T00:27:36.304743,0
1,50.9,Apple,2025-09-10T11:55:11.304743,0
26,4.0,Starbucks,2025-08-04T19:20:06.304743,0
39,39.95,Netflix,2025-07-15T16:59:31.304743,0
13,92.9,Apple,2025-08-01T09:13:30.304743,0
17,20.27,McDonalds,2025-07-14T19:00:48.304743,0
36,1.29,Netflix,2025-10-06T13:08:59.304743,0
33,1.0,Apple,2025-10-07T08:11:38.304743,0
49,55.63,Apple,2025-10-04T07:55:22.304743,0
44,446.0,Apple,2025-10-08T04:30:44.304743,0
46,13.67,Walmart,2025-08-31T01:25:35.304743,0
22,39.8,Netflix,2025-09-05T00:09:13.304743,0
2,60.0,Starbucks,2025-09-29T00:08:54.304743,0
27,13.49,Starbucks,2025-07-28T09:47:05.304743,0
30,651.94,McDonalds,2025-09-24T08:15:35.304743,0
1,100.0,Costco,2025-10-10T06:53:55.304743,0
36,1.0,Netflix,2025-08-04T16:31:26.304743,0
26,96.0,Target,2025-09-10T12:15:24.304743,0
42,0.89,Google Play,2025-08-03T20:14:33.304743,0
12,56.0,Costco,2025-07-29T06:29:23.304743,0
38,8.99,Netflix,2025-08-27T09:04:44.304743,0
45,18.2,Apple,2025-07-18T19:37:38.304743,0
35,57.57,McDonalds,2025-10-09T22:06:06.304743,0
12,112.83,Apple,2025-07-26T02:04:44.304743,0
1,175.4,Starbucks,2025-07-15T02:16:23.304743,0
33,19.6,Walmart,2025-09-17T15:52:20.304743,0
32,0.92,Uber,2025-09-25T08:16:43.304743,0
33,0.89,Target,2025-08-31T18:01:50.304743,0
20,71.99,Costco,2025-09-12T04:58:27.304743,0
22,21.16,Apple,2025-09-15T02:37:44.304743,0
37,422.3,Target,2025-08-20T20:49:52.304743,0
10,10.99,Apple,2025-08-03T12:42:48.304743,0
38,36.16,Netflix,2025-10-05T11:41:37.304743,0
36,10.23,Starbucks,2025-08-19T18:17:37.304743,0
23,70.0,Target,2025-07-18T03:07:22.304743,0
26,0.77,Apple,2025-09-02T18:18:59.304743,0
28,4000.0,Walmart,2025-07-29T08:06:47.304743,0
29,2.58,Walmart,2025-08-13T15:51:38.304743,0
20,18.98,Target,2025-08-16T07:35:23.304743,0
1,0.76,Apple,2025-10-02T21:25:24.304743,0
10,46.27,Starbucks,2025-08-05T12:54:12.304743,0
33,1.0,McDonalds,2025-07-19T12:27:42.304743,0
12,566.1,Netflix,2025-09-24T23:40:55.304743,0
5,15.0,Apple,2025-07-14T08:26:40.304743,0
19,1.0,Amazon,2025-09-27T14:16:15.304743,0
10,93.0,Netflix,2025-10-04T06:48:22.304743,0
11,34.86,Target,2025-07-23T08:54:29.304743,0
26,52.9,Google Play,2025-09-09T18:18:44.304743,0
45,161.68,Costco,2025-07-15T09:48:41.304743,0
9,0.0,Walmart,2025-09-21T01:53:14.304743,0
8,69.95,Apple,2025-09-15T06:29:28.304743,0
47,1.52,Starbucks,2025-09-28T17:06:34.304743,0
33,4.06,Target,2025-07-30T18:13:57.304743,0
8,67.66,Google Play,2025-09-06T09:31:44.304743,0
27,8.7,Netflix,2025-08-04T08:33:52.304743,0
32,1.52,Costco,2025-09-11T01:48:52.304743,0
20,2.28,Costco,2025-07-26T21:32:53.304743,0
43,52.5,Apple,2025-08-14T15:27:17.304743,0
10,105.15,Apple,2025-08-20T09:56:13.304743,0
2,5.6,McDonalds,2025-07-21T22:23:26.304743,0
31,6.95,Google Play,2025-08-08T09:37:51.304743,0
22,285.0,Target,2025-09-13T03:06:36.304743,0
20,1.79,Costco,2025-08-28T11:21:44.304743,0
8,1.0,Amazon,2025-08-31T12:54:45.304743,0
48,9.0,Uber,2025-08-18T07:57:20.304743,0
11,2.0,Target,2025-08-21T01:56:35.304743,0
39,89.99,Costco,2025-08-22T12:55:12.304743,0
24,79.0,Starbucks,2025-09-09T05:44:56.304743,0
45,2.97,Netflix,2025-07-21T15:45:34.304743,0
47,8.99,Uber,2025-09-18T06:59:27.304743,0
20,15.0,Netflix,2025-07-25T16:46:22.304743,0
21,36.0,McDonalds,2025-07-15T09:29:39.304743,0
29,1.29,Amazon,2025-08-31T10:11:15.304743,0
37,130.0,Walmart,2025-10-01T15:08:27.304743,0
17,2.34,McDonalds,2025-08-27T04:45:12.304743,0
26,35.97,Apple,2025-07-19T05:18:36.304743,0
39,4.49,Walmart,2025-07-18T18:00:33.304743,0
7,0.0,Uber,2025-09-25T09:59:04.304743,0
21,35.0,Google Play,2025-07-15T05:06:53.304743,0
35,2.58,Google Play,2025-10-05T18:55:23.304743,0
14,442.1,Apple,2025-10-04T04:12:26.304743,0
31,73.71,Target,2025-09-25T08:39:11.304743,0
12,19.95,Costco,2025-08-26T13:08:22.304743,0
42,5.35,Target,2025-10-04T18:00:11.304743,0
9,8.62,Google Play,2025-10-07T10:23:53.304743,0
12,15.0,Google Play,2025-10-06T03:41:25.304743,0
9,111.0,Apple,2025-09-17T13:03:42.304743,0
15,57.0,Costco,2025-09-05T23:55:47.304743,0
10,22.65,Uber,2025-09-13T09:47:23.304743,0
18,325.84,Target,2025-09-13T08:51:55.304743,0
29,104.9,Amazon,2025-07-21T03:34:58.304743,0
14,1.78,McDonalds,2025-09-29T20:10:32.304743,0
44,0.71,Amazon,2025-09-28T01:52:34.304743,0
12,11.5,Apple,2025-09-14T06:19:10.304743,0
38,0.99,Apple,2025-08-15T06:24:46.304743,0
46,5.3,McDonalds,2025-07-20T16:13:14.304743,0
19,1.0,Starbucks,2025-09-18T02:56:33.304743,0
11,2.97,Uber,2025-07-23T01:29:41.304743,0
26,0.76,Uber,2025-09-04T13:55:29.304743,0
12,217.46,Netflix,2025-08-23T23:21:22.304743,0
45,0.77,McDonalds,2025-08-15T17:43:44.304743,0
21,0.99,Walmart,2025-08-03T10:55:27.304743,0
19,22.81,Starbucks,2025-08-15T13:32:10.304743,0
34,0.99,Target,2025-09-13T08:34:32.304743,0
6,23.1,Google Play,2025-08-01T02:14:42.304743,0
42,91.05,Uber,2025-09-21T00:19:12.304743,0
31,15.0,Target,2025-07-28T03:09:03.304743,0
39,32.0,Walmart,2025-09-15T08:16:21.304743,0
16,5.0,Walmart,2025-09-24T19:33:51.304743,0
19,19.96,Uber,2025-09-18T21:03:09.304743,0
25,0.02,McDonalds,2025-08-26T03:01:43.304743,0
27,38.99,Apple,2025-08-24T15:08:41.304743,0
17,100.59,Apple,2025-08-18T07:52:15.304743,0
44,929.03,Costco,2025-08-29T19:35:47.304743,0
16,113.19,Apple,2025-07-21T14:14:31.304743,0
15,19.99,Starbucks,2025-08-19T19:06:26.304743,0
13,11.85,Walmart,2025-09-02T01:29:29.304743,0
28,15.95,Uber,2025-07-18T11:40:46.304743,0
16,0.01,Google Play,2025-10-02T04:39:34.304743,0
35,63.15,Target,2025-10-03T22:58:07.304743,0
42,204.98,Walmart,2025-07-28T13:36:18.304743,0
17,6.89,Uber,2025-09-29T08:51:46.304743,0
17,4.49,Target,2025-09-28T15:16:52.304743,0
44,4.99,Uber,2025-08-04T05:56:08.304743,0
2,123.25,Apple,2025-08-12T01:38:50.304743,0
23,85.4,Walmart,2025-08-08T21:59:32.304743,0
35,7.68,Netflix,2025-08-03T11:36:23.304743,0
19,14.73,Starbucks,2025-07-14T01:16:13.304743,0
30,214.16,McDonalds,2025-09-22T13:11:46.304743,0
39,1.0,Costco,2025-08-01T03:12:42.304743,0
49,105.29,Uber,2025-08-14T19:42:00.304743,0
33,0.76,Costco,2025-08-01T16:24:22.304743,0
35,10.6,Apple,2025-10-11T09:57:52.304743,0
30,2.18,McDonalds,2025-09-22T11:12:50.304743,0
19,77.52,Amazon,2025-07-14T20:36:47.304743,0
29,1.29,Apple,2025-10-06T04:45:34.304743,0
32,16.0,Netflix,2025-10-11T04:20:03.304743,0
30,29.75,Starbucks,2025-10-04T06:30:32.304743,0
41,788.0,Apple,2025-07-20T17:09:41.304743,0
39,38.34,Walmart,2025-08-23T08:32:50.304743,0
8,29.99,Walmart,2025-08-01T08:22:12.304743,0
40,125.9,Netflix,2025-08-13T18:48:23.304743,0
30,17.0,Target,2025-08-10T09:45:32.304743,0
49,65.0,Apple,2025-07-14T20:57:47.304743,0
8,67.46,Walmart,2025-09-15T11:49:24.304743,0
47,1.0,Google Play,2025-08-18T15:02:32.304743,0
24,214.25,Amazon,2025-09-26T05:18:31.304743,0
4,13.67,McDonalds,2025-07-14T04:53:48.304743,0
28,34.0,McDonalds,2025-10-02T03:57:15.304743,0
41,29.54,Google Play,2025-07-27T14:02:34.304743,0
8,60.9,Apple,2025-08-22T23:28:10.304743,0
30,406.4,Uber,2025-08-26T18:49:45.304743,0
39,34.93,Starbucks,2025-09-20T04:24:41.304743,0
31,98.88,Costco,2025-10-02T01:31:18.304743,0
41,149.3,Costco,2025-10-05T02:54:30.304743,0
20,0.0,McDonalds,2025-09-08T18:28:07.304743,0
50,10.03,Google Play,2025-08-31T21:39:12.304743,0
10,36.0,Walmart,2025-10-08T09:59:26.304743,0
42,184.43,Uber,2025-10-08T08:08:01.304743,0
5,717.26,Apple,2025-07-16T01:51:27.304743,0
38,150.0,Walmart,2025-08-31T06:35:11.304743,0
11,230.0,Costco,2025-07-24T13:25:32.304743,0
34,4.99,Netflix,2025-10-06T09:27:11.304743,0
41,79.4,Walmart,2025-09-01T02:51:45.304743,0
47,210.0,Google Play,2025-09-23T20:39:57.304743,0
26,17.59,Netflix,2025-08-03T19:01:19.304743,0
42,36.19,Target,2025-08-09T22:11:46.304743,0
21,181.0,Costco,2025-08-07T07:58:54.304743,0
48,89.99,Costco,2025-09-01T07:02:09.304743,0
11,2.38,Amazon,2025-10-09T11:58:46.304743,0
19,250.0,Walmart,2025-08-08T06:56:07.304743,0
30,63.3,Walmart,2025-08-22T16:14:53.304743,0
1,1.25,Uber,2025-08-13T06:54:33.304743,0
43,19.89,Apple,2025-08-18T00:20:43.304743,0
10,20.0,Google Play,2025-10-05T05:55:20.304743,0
2,11.38,Amazon,2025-07-22T12:16:28.304743,0
31,13.99,Uber,2025-08-26T06:27:35.304743,0
35,15.24,Starbucks,2025-07-21T21:11:58.304743,0
8,36.49,McDonalds,2025-10-10T06:18:08.304743,0
9,22.9,Target,2025-09-20T16:55:53.304743,0
38,118.92,Amazon,2025-09-16T11:21:47.304743,0
27,13.99,Starbucks,2025-09-23T12:58:19.304743,0
14,17.4,Apple,2025-09-18T12:53:56.304743,0
28,30.43,McDonalds,2025-07-16T15:11:22.304743,0
26,2500.0,Netflix,2025-10-03T02:54:44.304743,0
9,43.0,Costco,2025-08-13T21:41:25.304743,0
15,34.0,Google Play,2025-09-17T11:12:50.304743,0
44,102.15,Amazon,2025-10-11T16:12:35.304743,0
8,54.75,McDonalds,2025-09-14T01:36:59.304743,0
33,426.72,Google Play,2025-07-16T02:57:05.304743,0
3,92.19,McDonalds,2025-10-10T06:00:45.304743,0
35,13.48,Amazon,2025-09-06T00:49:04.304743,0
21,160.0,Starbucks,2025-08-24T07:02:48.304743,0
43,2.04,Target,2025-08-05T09:45:02.304743,0
45,20.0,McDonalds,2025-08-28T01:13:09.304743,0
42,10.97,Apple,2025-07-26T20:17:18.304743,0
43,11.0,Netflix,2025-09-28T08:21:28.304743,0
8,59.88,Walmart,2025-08-24T10:59:00.304743,0
14,10.16,Netflix,2025-08-17T20:22:26.304743,0
45,22.82,Walmart,2025-07-27T09:21:35.304743,0
29,55.7,Google Play,2025-10-06T13:30:44.304743,0
6,30.65,Google Play,2025-08-19T01:25:06.304743,0
19,9.48,Google Play,2025-08-15T00:00:21.304743,0
9,61.81,Netflix,2025-08-09T10:31:06.304743,0
30,2.67,Target,2025-08-13T06:09:29.304743,0
48,30.0,Starbucks,2025-08-16T16:07:21.304743,0
37,199.0,Netflix,2025-09-18T13:11:30.304743,0
42,87.0,Apple,2025-09-27T21:34:36.304743,0
38,39.99,Starbucks,2025-09-10T12:07:32.304743,0
8,500.0,McDonalds,2025-09-04T13:45:17.304743,0
27,4.26,Costco,2025-09-23T12:02:48.304743,0
33,12.95,Costco,2025-08-08T21:46:41.304743,0
8,15.95,Uber,2025-09-19T16:27:24.304743,0
13,59.9,Starbucks,2025-09-17T11:30:03.304743,0
13,144.21,Apple,2025-08-28T22:34:49.304743,0
38,6.99,Walmart,2025-09-29T18:54:42.304743,0
46,9.99,Amazon,2025-08-14T17:50:47.304743,0
17,11.03,Apple,2025-08-27T19:21:58.304743,0
35,399.04,Google Play,2025-08-30T08:51:27.304743,0
47,19.95,Walmart,2025-09-03T15:03:32.304743,0
16,125.85,McDonalds,2025-09-12T13:00:57.304743,0
43,5.49,Uber,2025-10-01T12:41:00.304743,0
49,57.12,Amazon,2025-08-18T20:45:24.304743,0
9,38.31,McDonalds,2025-08-28T06:11:28.304743,0
12,4.88,Walmart,2025-10-10T03:56:14.304743,0
12,10.7,Uber,2025-07-19T12:49:28.304743,0
46,140.88,McDonalds,2025-08-06T19:25:16.304743,0
41,36.85,Costco,2025-10-09T05:02:13.304743,0
34,887.0,Google Play,2025-08-01T10:52:53.304743,0
13,55.12,Target,2025-10-02T23:11:46.304743,0
11,10.69,Google Play,2025-09-13T16:29:19.304743,0
14,55.9,McDonalds,2025-10-02T18:36:09.304743,0
16,30.3,Costco,2025-08-06T22:31:53.304743,0
32,49.99,Walmart,2025-09-24T19:28:16.304743,0
24,36.29,Costco,2025-10-10T05:54:36.304743,0
42,38.9,Amazon,2025-08-15T17:06:43.304743,0
43,49.74,Google Play,2025-09-27T16:52:38.304743,0
12,18.0,Amazon,2025-08-03T03:14:41.304743,0
11,60.9,Uber,2025-10-03T20:44:28.304743,0
37,36.71,Walmart,2025-10-06T19:47:42.304743,0
25,10.55,Google Play,2025-09-16T19:10:35.304743,0
36,1.0,Apple,2025-09-13T09:34:11.304743,0
29,75.08,Walmart,2025-08-24T01:06:57.304743,0
31,0.99,Costco,2025-07-18T02:15:26.304743,0
35,27.0,Costco,2025-08-31T00:20:14.304743,0
36,4.99,Target,2025-10-04T17:07:15.304743,0
6,102.45,Costco,2025-08-09T03:49:35.304743,0
3,400.0,McDonalds,2025-08-04T14:51:48.304743,0
31,70.0,Starbucks,2025-08-25T15:39:53.304743,0
47,17.54,Walmart,2025-09-20T07:56:15.304743,0
32,33.0,Google Play,2025-09-17T05:44:44.304743,0
39,56.7,Amazon,2025-09-10T10:14:54.304743,0
6,60.0,Amazon,2025-08-11T17:17:37.304743,0
33,9.9,Costco,2025-07-27T22:17:38.304743,0
36,15.21,Target,2025-09-10T17:16:23.304743,0
49,29.89,Target,2025-08-05T01:03:23.304743,0
8,34.48,Netflix,2025-08-30T14:28:13.304743,0
38,20.5,Uber,2025-08-20T00:18:56.304743,0
25,290.97,Netflix,2025-08-09T12:39:23.304743,0
38,69.9,Netflix,2025-09-13T23:00:42.304743,0
6,323.89,Uber,2025-09-06T11:14:07.304743,0
38,100.9,Amazon,2025-07-14T09:00:49.304743,0
13,15.95,McDonalds,2025-07-18T12:28:27.304743,0
40,98.88,Walmart,2025-08-15T12:45:40.304743,0
44,88.0,Starbucks,2025-07-15T18:27:39.304743,0
20,1.0,McDonalds,2025-07-27T00:46:11.304743,0
21,6.99,Costco,2025-08-24T18:18:38.304743,0
22,2.97,Target,2025-07-17T00:00:33.304743,0
13,7.68,Walmart,2025-10-05T16:09:57.304743,0
19,319.53,Target,2025-07-21T01:48:09.304743,0
1,6.0,Costco,2025-09-08T03:43:13.304743,0
17,19.9,Target,2025-07-15T20:52:02.304743,0
1,9.99,Walmart,2025-07-30T20:01:51.304743,0
25,0.99,Walmart,2025-08-11T08:55:14.304743,0
2,20.0,Netflix,2025-07-29T13:32:59.304743,0
47,9.12,Walmart,2025-08-19T05:57:07.304743,0
33,54.0,Google Play,2025-08-19T15:32:12.304743,0
